timestamp,date,time,asset,direction,amount,step,duration,result,profit_loss,balance_before,balance_after,multiplier
2026-03-07T21:40:03.129217,2026-03-07,21:38:57,AUDUSD_otc,BUY,1.0,0,1,win,0.92,,,2.5
2026-03-07T22:33:57.498544,2026-03-07,22:32:52,AUDUSD_otc,BUY,1.0,0,1,loss,-1.0,,,2.5
