timestamp,date,time,asset,direction,amount,step,duration,result,profit_loss,balance_before,balance_after,multiplier
2026-03-10T06:57:19.912801,2026-03-10,06:57:19,GBPJPY_otc,BUY,5.0,0,1,win,1.85,,,2.5
